zone,shift_type,avg_weekly_income,rain_intensity,traffic_congestion,aqi_level,uv_index,claim_count,total_payout_history,actual_loss
Koramangala,Peak,9767.96,2.13,0.4844,199.6,9.0,0,0.0,716.35
Koramangala,Night,10106.08,3.99,0.6948,141.0,4.0,0,0.0,597.43
Electronic City,Peak,2036.03,14.51,0.0718,139.6,11.0,2,1005.87,564.77
Koramangala,Morning,8438.7,2.98,0.2287,59.9,5.0,3,1300.3,353.57
Koramangala,Morning,8084.6,1.39,0.2459,35.8,3.0,3,1627.07,443.86
Koramangala,Night,7942.15,0.77,0.1,123.2,8.0,0,0.0,281.21
Jayanagar,Peak,7436.69,6.19,0.5286,169.9,11.0,1,549.43,627.23
HSR Layout,Night,7495.62,5.06,0.0666,136.4,7.0,0,0.0,427.37
Electronic City,Peak,9566.28,0.8,0.2908,167.5,11.0,7,3481.81,758.99
Whitefield,Morning,8078.95,0.67,0.2096,99.3,11.0,0,0.0,628.52
Koramangala,Night,7433.81,3.77,0.1357,124.1,7.0,1,594.21,362.46
Yelahanka,Night,9278.76,1.13,0.0411,120.8,8.0,2,1085.35,298.98
HSR Layout,Morning,7836.05,1.1,0.3574,29.9,7.0,3,1034.1,303.98
HSR Layout,Night,8027.14,0.5,0.3969,209.4,3.0,0,0.0,390.05
Whitefield,Peak,10734.07,0.92,0.1721,179.9,3.0,0,0.0,514.11
Jayanagar,Peak,6131.04,1.67,0.4435,166.4,2.0,1,497.25,369.42
Indiranagar,Peak,3968.58,3.96,0.4138,184.2,13.0,2,942.43,782.96
Indiranagar,Peak,7144.73,1.23,0.231,96.7,1.0,0,0.0,288.35
HSR Layout,Morning,7429.09,1.2,0.3186,159.8,5.0,2,1084.66,314.79
Marathahalli,Night,8443.06,1.01,0.3346,96.5,12.0,1,346.23,701.24
Marathahalli,Peak,7214.63,1.95,0.2029,127.4,4.0,3,1765.16,367.18
Whitefield,Morning,8510.24,0.6,0.4444,32.9,13.0,0,0.0,769.08
Indiranagar,Night,12009.23,1.99,0.2241,112.6,11.0,0,0.0,718.95
HSR Layout,Night,8603.03,3.65,0.4281,43.5,2.0,3,1226.98,385.19
Jayanagar,Morning,8954.63,0.09,0.0855,57.3,1.0,2,844.52,248.52
Indiranagar,Morning,6740.94,0.03,0.1191,117.3,3.0,3,1700.77,200.74
HSR Layout,Peak,4229.49,0.23,0.4872,84.6,13.0,3,1469.19,558.3
HSR Layout,Night,2403.78,2.3,0.2136,136.9,6.0,0,0.0,108.77
Koramangala,Night,5962.64,5.78,0.2456,203.7,13.0,0,0.0,848.82
Jayanagar,Morning,2000.0,0.01,0.3698,88.9,2.0,0,0.0,43.31
Koramangala,Night,8027.1,8.28,0.0602,106.8,10.0,5,2176.9,611.32
Whitefield,Peak,6234.37,0.34,0.1885,153.2,13.0,1,539.89,699.01
Koramangala,Night,4373.25,5.54,0.3298,86.5,7.0,0,0.0,88.52
Yelahanka,Morning,7261.75,1.98,0.0327,84.2,11.0,0,0.0,463.74
Koramangala,Morning,5522.74,3.23,0.1869,97.8,7.0,3,1687.21,265.07
